"FDAapprovedDrugs","silver(1+) ion 4-{[(pyrimidin-2-yl)azanidyl]sulfonyl}aniline,[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1"
"FDAapprovedDrugs","2-butyl-3-({4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)-1,3-diazaspiro[4.4]non-1-en-4-one","CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1"
"FDAapprovedDrugs","5-[(dibutyl-1H-1,2,4-triazol-1-yl)methyl]-2-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]pyridine","CCCCC1=NN(CC2=CN=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(CCCC)=N1"
"FDAapprovedDrugs","4-butyl-1,2-diphenylpyrazolidine-3,5-dione","CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1"
"FDAapprovedDrugs","2-amino-2-[2-(4-octylphenyl)ethyl]propane-1,3-diol","CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1"
"FDAapprovedDrugs","(1S,2R,10R,11S,14S,15S)-15-methyl-5-oxotetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-14-yl decanoate","CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C"
"FDAapprovedDrugs","1-(4-nonylphenyl)-1,4,7,10,13,16,19,22,25-nonaoxaheptacosan-27-ol","CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1"
"FDAapprovedDrugs","(2S)-1-[(2S,3S)-3-hexyl-4-oxooxetan-2-yl]tridecan-2-yl (2S)-2-formamido-4-methylpentanoate","CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O"
"FDAapprovedDrugs","docosan-1-ol,CCCCCCCCCCCCCCCCCCCCCCO"
"FDAapprovedDrugs","(tetradecyloxy)sulfonic acid,CCCCCCCCCCCCCCOS(O)(=O)=O"
"FDAapprovedDrugs","2-(dodecyloxy)ethan-1-ol,CCCCCCCCCCCCOCCO"
"FDAapprovedDrugs","N-(4-{4-[ethyl(heptyl)amino]-1-hydroxybutyl}phenyl)methanesulfonamide,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1"
"FDAapprovedDrugs","ethyl 3-(1-{2-[({4-[amino({[(hexyloxy)carbonyl]imino})methyl]phenyl}amino)methyl]-1-methyl-1H-1,3-benzodiazol-5-yl}-N-(pyridin-2-yl)formamido)propanoate","CCCCCCOC(=O)N=C(N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=CC=CC=N3)N2C)C=C1"
"FDAapprovedDrugs","{1-hydroxy-3-[methyl(pentyl)amino]-1-phosphonopropyl}phosphonic acid,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O"
"FDAapprovedDrugs","pentyl N-{1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methyloxolan-2-yl]-5-fluoro-2-oxo-1,2-dihydropyrimidin-4-yl}carbamate","CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O"
"FDAapprovedDrugs","{5-[(1S,2S)-2-[(3S,6S,9S,11R,15S,18S,20R,21R,24S,25S,26S)-3-[(1R)-2-carbamoyl-1-hydroxyethyl]-11,20,21,25-tetrahydroxy-15-[(1R)-1-hydroxyethyl]-26-methyl-2,5,8,14,17,23-hexaoxo-18-[(4-{5-[4-(pentyloxy)phenyl]-1,2-oxazol-3-yl}benzene)amido]-1,4,7,13,16,22-hexaazatricyclo[22.3.0.0^{9,13}]heptacosan-6-yl]-1,2-dihydroxyethyl]-2-hydroxyphenyl}oxidanesulfonic acid","CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O"
"FDAapprovedDrugs","pentyl nitrite,CCCCCON=O"
"FDAapprovedDrugs","2-(dibutylamino)-1-[(9Z)-2,7-dichloro-9-[(4-chlorophenyl)methylidene]-9H-fluoren-4-yl]ethan-1-ol","CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1"
"FDAapprovedDrugs","3-(dibutylamino)-1-[1,3-dichloro-6-(trifluoromethyl)phenanthren-9-yl]propan-1-ol","CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F"
"FDAapprovedDrugs","N-[2-butyl-3-({4-[3-(dibutylamino)propoxy]phenyl}carbonyl)-1-benzofuran-5-yl]methanesulfonamide,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2"
"FDAapprovedDrugs","(2R,3R,4R,5S)-1-butyl-2-(hydroxymethyl)piperidine-3,4,5-triol","CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO"
"FDAapprovedDrugs","(2S)-1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide","CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C"
"FDAapprovedDrugs","1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide","CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C"
"FDAapprovedDrugs","3-butyl-1-[(4-methylbenzene)sulfonyl]urea,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1"
"FDAapprovedDrugs","3-(butylamino)-4-phenoxy-5-sulfamoylbenzoic acid,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O"
"FDAapprovedDrugs","2,5,8,11,14,17,20,23,26-nonaoxaoctacosan-28-yl 4-(butylamino)benzoate","CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC"
"FDAapprovedDrugs","2-(diethylamino)ethyl 4-amino-3-butoxybenzoate,CCCCOC1=C(N)C=CC(=C1)C(=O)OCCN(CC)CC"
"FDAapprovedDrugs","1-(4-butoxyphenyl)-3-(piperidin-1-yl)propan-1-one,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1"
"FDAapprovedDrugs","2-butoxy-N-[2-(diethylamino)ethyl]quinoline-4-carboxamide,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC"
"FDAapprovedDrugs","(2S)-2-(butane-1-sulfonamido)-3-{4-[4-(piperidin-4-yl)butoxy]phenyl}propanoic acid,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O"
"FDAapprovedDrugs","4-[2-(dipropylamino)ethyl]-2,3-dihydro-1H-indol-2-one","CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1"
"FDAapprovedDrugs","4-(dipropylsulfamoyl)benzoic acid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O"
"FDAapprovedDrugs","6-{propyl[2-(thiophen-2-yl)ethyl]amino}-5,6,7,8-tetrahydronaphthalen-1-ol","CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O"
"FDAapprovedDrugs","(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine","CCCN[C@H]1CCC2=C(C1)SC(N)=N2"
"FDAapprovedDrugs","3-propyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione","CCCN1C2=C(NC=N2)C(=O)NC1=O"
"FDAapprovedDrugs","(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide","CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C"
"FDAapprovedDrugs","1-[(4-chlorobenzene)sulfonyl]-3-propylurea,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1"
"FDAapprovedDrugs","N-(2-methylphenyl)-2-(propylamino)propanamide,CCCNC(C)C(=O)NC1=CC=CC=C1C"
"FDAapprovedDrugs","1-{2-[2-hydroxy-3-(propylamino)propoxy]phenyl}-3-phenylpropan-1-one,CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1"
"FDAapprovedDrugs","3-{1-methyl-7-oxo-3-propyl-1H,4H,7H-pyrazolo[4,3-d]pyrimidin-5-yl}-N-[2-(1-methylpyrrolidin-2-yl)ethyl]-4-propoxybenzene-1-sulfonamide","CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C"
"FDAapprovedDrugs","2-(diethylamino)ethyl 3-amino-4-propoxybenzoate,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC"
"FDAapprovedDrugs","N-{3-[5-(4-chlorophenyl)-1H-pyrrolo[2,3-b]pyridine-3-carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide","CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1"
"FDAapprovedDrugs","methyl N-[6-(propylsulfanyl)-1H-1,3-benzodiazol-2-yl]carbamate","CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2"
"FDAapprovedDrugs","(1S,2S,3R,5S)-3-(7-{[(1R,2S)-2-(3,4-difluorophenyl)cyclopropyl]amino}-5-(propylsulfanyl)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol","CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1"
"FDAapprovedDrugs","N-ethyl-N-(2-methylphenyl)but-2-enamide,CCN(C(=O)C=CC)C1=CC=CC=C1C"
"FDAapprovedDrugs","N-(3-{3-cyanopyrazolo[1,5-a]pyrimidin-7-yl}phenyl)-N-ethylacetamide","CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N"
"FDAapprovedDrugs","3-[(1S)-1-(dimethylamino)ethyl]phenyl N-ethyl-N-methylcarbamate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C"
"FDAapprovedDrugs","(1R,2S)-2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide","CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1"
"FDAapprovedDrugs","(2E)-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylprop-2-enamide","CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N"
"FDAapprovedDrugs","3-(diethylcarbamoyl)-9,10-dimethoxy-1H,2H,3H,4H,6H,7H,11bH-pyrido[2,1-a]isoquinolin-2-yl acetate","CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O"
"FDAapprovedDrugs","N,N-diethyl-4-methylpiperazine-1-carboxamide","CCN(CC)C(=O)N1CCN(C)CC1"
"FDAapprovedDrugs","N,N-diethyl[(diethylcarbamothioyl)disulfanyl]carbothioamide","CCN(CC)C(=S)SSC(=S)N(CC)CC"
"FDAapprovedDrugs","2-(diethylamino)-1-phenylpropan-1-one,CCN(CC)C(C)C(=O)C1=CC=CC=C1"
"FDAapprovedDrugs","diethyl[1-(10H-phenothiazin-10-yl)propan-2-yl]amine,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12"
"FDAapprovedDrugs","2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide","CCN(CC)CC(=O)NC1=C(C)C=CC=C1C"
"FDAapprovedDrugs","4-(diethylamino)but-2-yn-1-yl 2-cyclohexyl-2-hydroxy-2-phenylacetate,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1"
"FDAapprovedDrugs","4-[(7-chloroquinolin-4-yl)amino]-2-[(diethylamino)methyl]phenol,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1"
"FDAapprovedDrugs","{4-[(6-chloro-2-methoxyacridin-9-yl)amino]pentyl}diethylamine,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2"
"FDAapprovedDrugs","{4-[(7-chloroquinolin-4-yl)amino]pentyl}diethylamine,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1"
"FDAapprovedDrugs","{3-[(2,3-dihydro-1H-inden-2-yl)(phenyl)amino]propyl}diethylamine","CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1"
"FDAapprovedDrugs","7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-2,3-dihydro-1H-1,4-benzodiazepin-2-one","CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F"
"FDAapprovedDrugs","N-[2-(diethylamino)ethyl]-5-{[(3Z)-5-fluoro-2-oxo-2,3-dihydro-1H-indol-3-ylidene]methyl}-2,4-dimethyl-1H-pyrrole-3-carboxamide","CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C"
"FDAapprovedDrugs","4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC"
"FDAapprovedDrugs","4-amino-N-[2-(diethylamino)ethyl]benzamide,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1"
"FDAapprovedDrugs","1-{[2-(diethylamino)ethyl]amino}-4-methyl-9H-thioxanthen-9-one,CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1"
"FDAapprovedDrugs","2-(diethylamino)ethyl 1-cyclohexylcyclohexane-1-carboxylate,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1"
"FDAapprovedDrugs","2-(diethylamino)ethyl 4-amino-2-chlorobenzoate,CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1"
"FDAapprovedDrugs","2-(diethylamino)ethyl 4-aminobenzoate,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1"
"FDAapprovedDrugs","{2-[4-(2-chloro-1,2-diphenylethenyl)phenoxy]ethyl}diethylamine","CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1"
"FDAapprovedDrugs","(6R,10R,11R,21S)-6-{[2-(diethylamino)ethane]sulfonyl}-21-hydroxy-11,19-dimethyl-10-(propan-2-yl)-9,26-dioxa-3,15,28-triazatricyclo[23.2.1.0^{3,7}]octacosa-1(27),12,17,19,25(28)-pentaene-2,8,14,23-tetrone","CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12"
"FDAapprovedDrugs","N-ethyl-3-hydroxy-2-phenyl-N-(pyridin-4-ylmethyl)propanamide,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1"
"FDAapprovedDrugs","ethylbis(3-phenylpropyl)amine,CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1"
"FDAapprovedDrugs","2-({4-[(7-chloroquinolin-4-yl)amino]pentyl}(ethyl)amino)ethan-1-ol,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1"
"FDAapprovedDrugs","ethyl[(2S)-1-[3-(trifluoromethyl)phenyl]propan-2-yl]amine,CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F"
"FDAapprovedDrugs","(2R,3R,4R,5R)-2-{[(1S,2S,3R,4S,6R)-4-amino-3-{[(2S,3R)-3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy}-6-(ethylamino)-2-hydroxycyclohexyl]oxy}-3-methyl-4-(methylamino)oxane-3,5-diol","CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@H](O)[C@@H](NC)[C@@]1(C)O"
"FDAapprovedDrugs","(2S,4S)-4-(ethylamino)-2-methyl-1,1-dioxo-2H,3H,4H-1$l^{6},7-thieno[2,3-b][1$l^{6}]thiopyran-6-sulfonamide","CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O"
"FDAapprovedDrugs","(4R)-4-(ethylamino)-2-(3-methoxypropyl)-1,1-dioxo-2H,3H,4H-1$l^{6},7,2-thieno[3,2-e][1$l^{6},2]thiazine-6-sulfonamide","CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O"
"FDAapprovedDrugs","3-ethyl-5-phenylimidazolidine-2,4-dione","CCN1C(=O)NC(C1=O)C1=CC=CC=C1"
"FDAapprovedDrugs","1-ethyl-4-oxo-7-(pyridin-4-yl)-1,4-dihydroquinoline-3-carboxylic acid","CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1"
"FDAapprovedDrugs","1-ethyl-7-methyl-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid","CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2"
"FDAapprovedDrugs","1-ethyl-6-fluoro-7-(4-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid","CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1"
"FDAapprovedDrugs","1-ethyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid","CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1"
"FDAapprovedDrugs","1-ethyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid","CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1"
"FDAapprovedDrugs","1-ethyl-6,8-difluoro-7-(3-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid","CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12"
"FDAapprovedDrugs","4-amino-N-(1-ethyl-2-oxo-1,2-dihydropyrimidin-4-yl)benzene-1-sulfonamide","CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O"
"FDAapprovedDrugs","1-ethyl-4-[2-(morpholin-4-yl)ethyl]-3,3-diphenylpyrrolidin-2-one","CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1"
"FDAapprovedDrugs","3-bromo-N-{[(2S)-1-ethylpyrrolidin-2-yl]methyl}-2,6-dimethoxybenzamide","CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC"
"FDAapprovedDrugs","N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O"
"FDAapprovedDrugs","4-amino-5-(ethanesulfonyl)-N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxybenzamide,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC"
"FDAapprovedDrugs","1-ethyl-4-oxo-1H,4H,7H-[1,3]dioxolo[4,5-g]cinnoline-3-carboxylic acid","CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12"
"FDAapprovedDrugs","N-{1-[2-(4-ethyl-5-oxo-4,5-dihydro-1H-1,2,3,4-tetrazol-1-yl)ethyl]-4-(methoxymethyl)piperidin-4-yl}-N-phenylpropanamide","CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O"
"FDAapprovedDrugs","(5Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(1E,3S)-3-hydroxy-5-phenylpent-1-en-1-yl]cyclopentyl]-N-ethylhept-5-enamide","CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1"
"FDAapprovedDrugs","N-ethyl-3-phenylbicyclo[2.2.1]heptan-2-amine,CCNC1C2CCC(C2)C1C1=CC=CC=C1"
"FDAapprovedDrugs","ethanol,CCO"
"FDAapprovedDrugs","(8S)-7-[(2S)-2-{[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]-1,4-dithia-7-azaspiro[4.4]nonane-8-carboxylic acid","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2"
"FDAapprovedDrugs","(3S)-2-[(2S)-2-{[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O"
"FDAapprovedDrugs","(3S)-2-[(2S)-2-{[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O"
"FDAapprovedDrugs","(2S)-1-[(2S)-2-{[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]pyrrolidine-2-carboxylic acid,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O"
"FDAapprovedDrugs","2-[(3S)-3-{[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino}-2-oxo-2,3,4,5-tetrahydro-1H-1-benzazepin-1-yl]acetic acid","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O"
"FDAapprovedDrugs","(1S,9S)-9-{[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino}-10-oxo-octahydro-1H-pyridazino[1,2-a][1,2]diazepine-1-carboxylic acid","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O"
"FDAapprovedDrugs","ethyl 2-(4-chlorophenoxy)-2-methylpropanoate,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1"
"FDAapprovedDrugs","ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1"
"FDAapprovedDrugs","ethyl 1-(3-cyano-3,3-diphenylpropyl)-4-phenylpiperidine-4-carboxylate","CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1"
"FDAapprovedDrugs","ethyl 1-[2-(4-aminophenyl)ethyl]-4-phenylpiperidine-4-carboxylate,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1"
"FDAapprovedDrugs","3-ethyl 5-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate","CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC"
"FDAapprovedDrugs","3-ethyl 5-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate","CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC"
"FDAapprovedDrugs","3-ethyl 5-methyl 2-[(2-aminoethoxy)methyl]-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate","CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC"
"FDAapprovedDrugs","ethyl (3R,4R,5S)-5-amino-4-acetamido-3-(pentan-3-yloxy)cyclohex-1-ene-1-carboxylate","CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1"
"FDAapprovedDrugs","ethyl 12-fluoro-8-methyl-9-oxo-2,4,8-triazatricyclo[8.4.0.0^{2,6}]tetradeca-1(10),3,5,11,13-pentaene-5-carboxylate","CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1"
"FDAapprovedDrugs","ethyl 4-aminobenzoate,CCOC(=O)C1=CC=C(N)C=C1"
"FDAapprovedDrugs","ethyl 6-[2-(4,4-dimethyl-3,4-dihydro-2H-1-benzothiopyran-6-yl)ethynyl]pyridine-3-carboxylate","CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1"
"FDAapprovedDrugs","ethyl 1-[(1R)-1-phenylethyl]-1H-imidazole-5-carboxylate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1"
"FDAapprovedDrugs","1,4-diethyl 2-{[dimethoxy(sulfanylidene)-$l^{5}-phosphanyl]sulfanyl}butanedioate","CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC"
"FDAapprovedDrugs","ethyl (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate","CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC"
"FDAapprovedDrugs","ethyl 10-(2-iodophenyl)undecanoate,CCOC(=O)CCCCCCCCC(C)C1=CC=CC=C1I"
"FDAapprovedDrugs","ethyl 2-{[(1R)-1-cyclohexyl-2-[(2S)-2-[({4-[(Z)-N'-hydroxycarbamimidoyl]phenyl}methyl)carbamoyl]azetidin-1-yl]-2-oxoethyl]amino}acetate,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1"
"FDAapprovedDrugs","ethyl 3-methyl-2-sulfanylidene-2,3-dihydro-1H-imidazole-1-carboxylate","CCOC(=O)N1C=CN(C)C1=S"
"FDAapprovedDrugs","ethyl 4-{13-chloro-4-azatricyclo[9.4.0.0^{3,8}]pentadeca-1(11),3,5,7,12,14-hexaen-2-ylidene}piperidine-1-carboxylate","CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2"
"FDAapprovedDrugs","ethyl N-(2-amino-4-{[(4-fluorophenyl)methyl]amino}phenyl)carbamate,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1"
"FDAapprovedDrugs","ethyl N-{10-[3-(morpholin-4-yl)propanoyl]-10H-phenothiazin-2-yl}carbamate,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1"
